visita_id,preso_id,preso_documento,preso_nombres,preso_apellidos,preso_fecha_nacimiento,preso_delito,preso_estado,preso_celda,preso_patio,preso_fecha_ingreso,visitante_nombre,visitante_documento,visita_fecha,visita_hora,visita_estado,visita_motivo_denegacion,guardia_id,guardia_documento,guardia_nombres,guardia_apellidos,guardia_rango,guardia_turno,guardia_patio,guardia_zona,guardia_estado,hubo_incidente,incidente_id,incidente_tipo,incidente_descripcion,incidente_fecha,incidente_hora,incidente_estado
82,52,568574364,Paola,Cardenas Ramirez,1977-04-12,Falsedad documental,SINDICADO,B026,Patio 1,2022-06-12,Beatriz Romero,784987769,2023-10-05,16:30:00,APROBADA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,SI,16,Introduccion de elementos prohibidos,El visitante fue retirado por alterar el orden en visitas,2023-10-05,11:15:00,PENDIENTE
83,60,341206079,Ivan,Flores Rodriguez,1962-01-27,Extorsion,LIBERADO,D037,Patio 1,2022-07-21,Luz Sanchez,831424323,2023-04-13,14:30:00,PENDIENTE,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
84,36,356287095,Rodrigo,Chavez Torres,1990-02-16,Concierto para delinquir,ACTIVO,C001,Patio 1,2020-01-20,Luz Pineda,314164216,2024-07-17,10:45:00,DENEGADA,Preso en aislamiento,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
85,74,327268503,Carolina,Castillo Cruz,1994-02-22,Falsedad documental,ACTIVO,E033,Patio 4,2021-05-31,Edwin Buitrago,893158610,2023-10-20,18:00:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
86,10,596348124,Patricia,Aguilar Lozano,1990-11-13,Abuso sexual,ACTIVO,C004,Patio 1,2021-04-14,Gloria Ospina,300050585,2024-03-03,21:15:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
87,75,996478772,Andres,Parra Rodriguez,1993-08-07,Abuso sexual,ACTIVO,C010,Patio 2,2020-05-20,Jose Cardenas,602533479,2023-01-10,12:00:00,PERMITIDA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,SI,17,Motin,Se reportó intento de fuga durante el traslado post-visita,2023-01-10,16:45:00,RESUELTO
88,70,106330865,Diana,Mendoza Molina,1977-06-29,Fraude procesal,TRASLADADO,C028,Patio 5,2021-03-27,Carolina Pineda,376236056,2023-04-26,13:15:00,PENDIENTE,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
89,48,945436943,Edison,Sanchez Gutierrez,1999-02-14,Trafico de estupefacientes,TRASLADADO,B017,Patio 2,2022-07-31,Oscar Bedoya,1019280306,2023-12-12,20:30:00,RECHAZADA,Visitante en lista de restriccion,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
90,104,571537429,David,Diaz Rios,1973-08-22,Terrorismo,SINDICADO,B030,Patio 5,2022-10-08,Oscar Torres,612662437,2024-06-11,13:00:00,FINALIZADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
91,83,289125618,Jhon,Salcedo Pineda,1972-02-12,Estafa,CONDENADO,D018,Patio 4,2022-08-10,Camilo Cruz,424211872,2023-01-07,12:45:00,APROBADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
92,150,115956152,Diana,Herrera Cano,1974-07-10,Trafico de estupefacientes,ACTIVO,A014,Patio 2,2022-05-12,Fabian Lopez,817029885,2023-01-12,12:30:00,PENDIENTE,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
93,31,506919288,Carlos,Gutierrez Medina,1995-03-04,Fabricacion de explosivos,SINDICADO,C029,Patio 5,2022-09-23,Ferney Fuentes,433910025,2023-11-11,10:45:00,DENEGADA,Cupo maximo alcanzado,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
94,31,506919288,Carlos,Gutierrez Medina,1995-03-04,Fabricacion de explosivos,SINDICADO,C029,Patio 5,2022-09-23,Luz Flores,588529624,2024-01-12,17:15:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
95,96,530256336,Martha,Martinez Zapata,1988-03-26,Concierto para delinquir,ACTIVO,A039,Patio 5,2021-09-14,Hernan Jimenez,918040539,2024-12-19,16:45:00,CANCELADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
96,64,960514523,Carolina,Vega Salcedo,1985-01-26,Estafa,ACTIVO,E034,Patio 4,2022-10-30,Ferney Ortiz,183862154,2023-03-25,16:45:00,CANCELADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
97,145,333291547,Adriana,Alvarez Herrera,1998-05-16,Porte ilegal de armas,ACTIVO,E016,Patio 3,2022-01-04,Rafael Vargas,452313624,2023-03-05,21:15:00,RECHAZADA,Cupo maximo alcanzado,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
98,134,335154329,Hector,Moreno Bedoya,1971-03-30,Concierto para delinquir,CONDENADO,E037,Patio 2,2020-07-17,Natalia Ospina,197647841,2023-04-30,18:15:00,PENDIENTE,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
99,131,1007638182,Mario,Moreno Gutierrez,1998-04-12,Violencia intrafamiliar,ACTIVO,C018,Patio 5,2022-01-05,Liliana Diaz,705495031,2023-02-26,15:15:00,CANCELADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
100,15,513140753,Patricia,Munar Diaz,1983-09-26,Secuestro,LIBERADO,A003,Patio 1,2021-06-30,Luis Chavez,373221357,2024-04-18,18:30:00,PENDIENTE,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
101,1,786579303,David,Rodriguez Acosta,1972-05-03,Extorsion,ACTIVO,E029,Patio 1,2020-06-27,Pedro Buitrago,164698991,2024-08-15,09:00:00,FINALIZADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
102,18,264109919,Claudia,Molina Vargas,1984-03-12,Fabricacion de explosivos,TRASLADADO,A001,Patio 5,2021-10-25,Ruben Pineda,883068639,2023-02-02,12:45:00,APROBADA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
103,108,781594897,Martha,Perez Parra,1975-08-10,Lavado de activos,ACTIVO,E012,Patio 1,2020-11-25,Esperanza Chavez,667840357,2024-01-27,15:45:00,FINALIZADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,SI,18,Motin,Se reportó intento de fuga durante el traslado post-visita,2024-01-27,10:30:00,PENDIENTE
104,33,153839920,Natalia,Parra Cardenas,1998-04-01,Abuso sexual,ACTIVO,D011,Patio 1,2021-01-15,Jhon Buitrago,555404004,2023-01-04,20:00:00,PERMITIDA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
105,137,638798023,Camilo,Vargas Medina,2000-12-31,Fraude procesal,TRASLADADO,B036,Patio 3,2020-08-23,Hernan Ramos,760268760,2023-08-24,11:45:00,PERMITIDA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,19,Agresion a guardia,Se detectó tráfico de mensajes entre internos de distintos patios,2023-08-24,20:00:00,PENDIENTE
106,5,507943839,Miguel,Reyes Reyes,1987-01-30,Secuestro,CONDENADO,E027,Patio 4,2020-09-12,Adriana Munar,821579885,2023-07-31,09:00:00,RECHAZADA,Documentos incompletos,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
107,13,902099969,Natalia,Ruiz Cano,1977-11-30,Porte ilegal de armas,ACTIVO,A036,Patio 5,2022-10-07,Cesar Fuentes,160606325,2023-02-15,14:45:00,APROBADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
108,36,356287095,Rodrigo,Chavez Torres,1990-02-16,Concierto para delinquir,ACTIVO,C001,Patio 1,2020-01-20,Ruben Mora,978731508,2023-10-24,11:30:00,RECHAZADA,Cupo maximo alcanzado,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
109,83,289125618,Jhon,Salcedo Pineda,1972-02-12,Estafa,CONDENADO,D018,Patio 4,2022-08-10,Juan Montoya,735297732,2023-11-06,10:15:00,FINALIZADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
110,45,1065212976,Diana,Jimenez Mora,1971-03-12,Concierto para delinquir,ACTIVO,E040,Patio 5,2022-04-12,Hernan Gutierrez,943751263,2024-07-23,15:00:00,PERMITIDA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
111,135,1070022337,Hector,Pineda Gonzalez,1973-11-09,Fabricacion de explosivos,SINDICADO,D029,Patio 3,2020-09-26,Edwin Mendoza,1020777895,2024-12-14,14:45:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,20,Posesion de objetos prohibidos,El guardia reportó el ingreso de dinero no declarado,2024-12-14,16:45:00,EN_PROCESO
112,37,592080329,Viviana,Zapata Sanchez,1963-04-15,Abuso sexual,ACTIVO,B028,Patio 2,2021-12-15,Jose Gutierrez,360767346,2023-03-01,16:45:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
113,66,922286180,Ruben,Salcedo Ospina,1988-02-11,Extorsion,ACTIVO,A020,Patio 3,2021-04-25,Andres Buitrago,878016905,2023-12-05,18:00:00,FINALIZADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
114,49,475442872,Mario,Romero Romero,1961-01-22,Concierto para delinquir,ACTIVO,C005,Patio 3,2020-05-22,Maria Mendoza,1076025048,2023-10-02,14:00:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,SI,21,Incendio provocado,Se detectó tráfico de mensajes entre internos de distintos patios,2023-10-02,18:15:00,RESUELTO
115,4,849621470,Monica,Cruz Aguilar,1966-12-22,Extorsion,LIBERADO,C007,Patio 1,2020-07-08,Cesar Parra,1081873867,2023-07-14,19:00:00,PENDIENTE,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
116,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Ruben Guerrero,508732434,2024-12-21,11:45:00,APROBADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
117,120,441639230,Dario,Parra Soto,2000-12-21,Fabricacion de explosivos,ACTIVO,E010,Patio 2,2022-10-11,Martha Diaz,205879779,2024-10-26,13:30:00,PERMITIDA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
118,121,139749508,Jose,Cardenas Cano,1974-11-22,Fraude procesal,ACTIVO,C033,Patio 1,2022-12-13,Natalia Cano,873106931,2023-07-28,13:30:00,FINALIZADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,22,Agresion a guardia,Se detectó tráfico de mensajes entre internos de distintos patios,2023-07-28,10:00:00,EN_PROCESO
119,107,919382051,Cesar,Castro Parra,1983-04-12,Concierto para delinquir,SINDICADO,B032,Patio 2,2022-06-11,Fabian Ospina,691247918,2023-06-06,11:30:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
120,87,654724287,Ivan,Perez Herrera,1992-04-19,Lavado de activos,SINDICADO,E035,Patio 2,2022-09-02,Esperanza Pineda,163063063,2024-05-15,19:45:00,FINALIZADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,SI,23,Dano a instalaciones,Se detectó intento de introducción de sustancias prohibidas,2024-05-15,10:45:00,EN_PROCESO
121,135,1070022337,Hector,Pineda Gonzalez,1973-11-09,Fabricacion de explosivos,SINDICADO,D029,Patio 3,2020-09-26,Hector Romero,172980019,2023-03-18,21:00:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
122,39,108399996,Hernan,Montoya Mendoza,1989-10-03,Homicidio,TRASLADADO,A035,Patio 3,2020-08-24,Luis Garcia,671458801,2023-08-12,16:45:00,PERMITIDA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,24,Motin,Se reportó posesión de arma artesanal durante la requisa,2023-08-12,17:45:00,RESUELTO
123,142,225279834,Jose,Gonzalez Gonzalez,1973-08-26,Violencia intrafamiliar,ACTIVO,B021,Patio 5,2020-10-04,Felipe Rodriguez,639250352,2023-01-13,08:30:00,CANCELADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
124,111,806157458,Esperanza,Diaz Ramos,1962-06-07,Extorsion,SINDICADO,D040,Patio 4,2022-06-24,Gloria Perez,500561082,2023-04-20,09:15:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,SI,25,Infraccion disciplinaria,Se presentó un altercado entre internos del mismo patio,2023-04-20,21:30:00,EN_PROCESO
125,104,571537429,David,Diaz Rios,1973-08-22,Terrorismo,SINDICADO,B030,Patio 5,2022-10-08,Andres Pineda,1021505800,2024-08-01,11:15:00,PERMITIDA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
126,9,853573823,Wilson,Pineda Martinez,1987-04-29,Concierto para delinquir,ACTIVO,E027,Patio 2,2020-11-30,Luz Lopez,783703040,2024-02-20,14:45:00,CANCELADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
127,3,868820204,Jairo,Rios Buitrago,1978-10-26,Extorsion,SINDICADO,B032,Patio 1,2020-11-22,Xiomara Sanchez,1060774744,2023-03-26,15:45:00,DENEGADA,Horario no disponible,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
128,136,196779973,Felipe,Castillo Acosta,1978-08-21,Hurto calificado,ACTIVO,D019,Patio 3,2022-12-23,Sandra Rodriguez,322434334,2023-08-24,11:45:00,PERMITIDA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,SI,26,Intento de fuga,Se reportó posesión de arma artesanal durante la requisa,2023-08-24,12:00:00,EN_PROCESO
129,37,592080329,Viviana,Zapata Sanchez,1963-04-15,Abuso sexual,ACTIVO,B028,Patio 2,2021-12-15,Xiomara Gutierrez,826960759,2023-03-20,12:15:00,RECHAZADA,Visitante en lista de restriccion,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
130,139,196961971,Gloria,Garcia Medina,1984-01-26,Homicidio,SINDICADO,E013,Patio 3,2022-02-19,Jhon Perez,637722224,2024-01-29,20:15:00,PENDIENTE,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
131,89,428786222,Hernan,Cano Ortiz,1981-03-24,Abuso sexual,SINDICADO,C029,Patio 5,2021-11-08,Ruben Bedoya,739529933,2023-04-11,14:15:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
132,102,1092041933,Rodrigo,Lozano Cano,1989-08-28,Fabricacion de explosivos,TRASLADADO,C029,Patio 1,2021-04-05,Diana Montoya,503111666,2023-01-31,18:30:00,FINALIZADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
133,111,806157458,Esperanza,Diaz Ramos,1962-06-07,Extorsion,SINDICADO,D040,Patio 4,2022-06-24,Felipe Herrera,865694462,2024-11-27,17:45:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
134,19,624636385,Luis,Ramirez Ortiz,1999-06-01,Fraude procesal,CONDENADO,B022,Patio 1,2021-05-08,Hector Flores,894198823,2023-10-02,10:45:00,PENDIENTE,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
135,100,357553274,Oscar,Montoya Martinez,1967-01-08,Trafico de estupefacientes,SINDICADO,E017,Patio 5,2022-08-20,Adriana Ortiz,917489574,2024-01-05,09:00:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
136,70,106330865,Diana,Mendoza Molina,1977-06-29,Fraude procesal,TRASLADADO,C028,Patio 5,2021-03-27,Yaneth Cardenas,538134097,2023-05-16,09:15:00,FINALIZADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
137,27,601463916,Jhon,Lopez Mora,1989-04-24,Concierto para delinquir,ACTIVO,C024,Patio 3,2020-08-11,Sandra Gutierrez,113250637,2023-04-02,13:00:00,RECHAZADA,Cupo maximo alcanzado,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
138,75,996478772,Andres,Parra Rodriguez,1993-08-07,Abuso sexual,ACTIVO,C010,Patio 2,2020-05-20,Yaneth Herrera,714137833,2024-02-02,20:00:00,PENDIENTE,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
139,134,335154329,Hector,Moreno Bedoya,1971-03-30,Concierto para delinquir,CONDENADO,E037,Patio 2,2020-07-17,Camilo Ramos,421856529,2024-12-02,14:15:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,SI,27,Huelga de hambre,Se detectó comunicación no autorizada entre preso y visitante,2024-12-02,10:00:00,EN_PROCESO
140,124,440012324,Hector,Soto Molina,1981-11-20,Fraude procesal,SINDICADO,D039,Patio 1,2021-04-25,Hector Ospina,737594763,2024-01-05,12:15:00,PENDIENTE,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
141,51,223847257,Rodrigo,Castro Cano,1971-11-28,Trafico de estupefacientes,ACTIVO,C032,Patio 3,2021-10-04,Maria Bedoya,507903732,2023-04-20,10:30:00,APROBADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
142,85,361846370,Cesar,Diaz Zapata,1987-05-18,Concierto para delinquir,ACTIVO,A008,Patio 4,2021-10-27,Edison Moreno,614332794,2023-12-09,14:15:00,PERMITIDA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
143,81,954942461,Xiomara,Gonzalez Reyes,1983-11-24,Lavado de activos,CONDENADO,A018,Patio 5,2021-11-29,Edison Lozano,627215082,2024-02-12,13:30:00,PENDIENTE,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
144,148,729624046,Nelson,Romero Cruz,1994-09-26,Hurto calificado,CONDENADO,D033,Patio 1,2021-07-21,Xiomara Moreno,735898931,2023-11-30,14:30:00,FINALIZADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
145,140,983063850,Hector,Ortiz Sanchez,1990-04-09,Extorsion,SINDICADO,D039,Patio 5,2021-11-02,Carolina Soto,325108249,2024-11-29,20:00:00,PENDIENTE,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
146,113,130998324,Hector,Munar Herrera,1991-11-03,Hurto calificado,ACTIVO,A004,Patio 5,2022-04-15,Jose Lozano,425164079,2024-12-10,09:45:00,DENEGADA,Preso en aislamiento,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
147,62,804436922,Edison,Garcia Molina,1998-08-06,Fabricacion de explosivos,TRASLADADO,E040,Patio 4,2021-03-24,Edison Ramos,683734594,2024-11-05,10:45:00,FINALIZADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,SI,28,Incendio provocado,Se detectó comunicación no autorizada entre preso y visitante,2024-11-05,17:45:00,RESUELTO
148,10,596348124,Patricia,Aguilar Lozano,1990-11-13,Abuso sexual,ACTIVO,C004,Patio 1,2021-04-14,Hernan Vega,481187819,2024-12-19,20:00:00,APROBADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
149,43,692362342,Ferney,Ruiz Montoya,1960-06-07,Homicidio,ACTIVO,E017,Patio 2,2020-03-14,Monica Sanchez,111325589,2023-02-15,17:45:00,PERMITIDA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
150,26,360916298,Luz,Ramos Moreno,1964-03-25,Homicidio,CONDENADO,C011,Patio 4,2022-04-21,Carolina Fuentes,829667145,2023-08-16,16:15:00,FINALIZADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
151,129,595155950,Hector,Medina Diaz,1971-06-15,Concierto para delinquir,ACTIVO,C040,Patio 3,2020-11-19,Maria Diaz,942103498,2023-12-20,08:45:00,APROBADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,SI,29,Intento de fuga,Se presentó una riña entre el preso y otro interno en el patio,2023-12-20,21:15:00,EN_PROCESO
152,53,101815992,Beatriz,Buitrago Mora,1992-04-09,Terrorismo,CONDENADO,B011,Patio 3,2022-06-02,Edison Alvarez,442426442,2024-05-09,13:45:00,APROBADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
153,18,264109919,Claudia,Molina Vargas,1984-03-12,Fabricacion de explosivos,TRASLADADO,A001,Patio 5,2021-10-25,Jairo Sanchez,827072823,2023-02-15,20:00:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
154,43,692362342,Ferney,Ruiz Montoya,1960-06-07,Homicidio,ACTIVO,E017,Patio 2,2020-03-14,Carolina Romero,956583753,2024-06-12,10:15:00,PERMITIDA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
155,104,571537429,David,Diaz Rios,1973-08-22,Terrorismo,SINDICADO,B030,Patio 5,2022-10-08,Ferney Jimenez,320959407,2023-07-10,18:45:00,FINALIZADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,SI,30,Incendio provocado,El visitante intentó pasar un objeto no permitido al preso,2023-07-10,15:45:00,RESUELTO
156,72,1002486082,Carolina,Torres Bedoya,1983-12-17,Trafico de estupefacientes,TRASLADADO,D032,Patio 5,2020-02-25,Carolina Ramirez,381699808,2024-08-14,09:15:00,PERMITIDA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
157,126,278632824,Edison,Mendoza Rodriguez,1962-01-23,Porte ilegal de armas,CONDENADO,B036,Patio 3,2022-02-06,Natalia Ramirez,473581239,2024-10-16,13:45:00,RECHAZADA,Preso en aislamiento,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
158,91,228370927,Dario,Buitrago Molina,1990-12-16,Hurto calificado,ACTIVO,E030,Patio 4,2021-07-20,Andres Mora,243825321,2024-09-24,10:30:00,RECHAZADA,Cupo maximo alcanzado,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
159,81,954942461,Xiomara,Gonzalez Reyes,1983-11-24,Lavado de activos,CONDENADO,A018,Patio 5,2021-11-29,Rafael Cardenas,517109257,2023-09-02,12:00:00,APROBADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
160,108,781594897,Martha,Perez Parra,1975-08-10,Lavado de activos,ACTIVO,E012,Patio 1,2020-11-25,Martha Guerrero,250642261,2023-05-22,17:45:00,FINALIZADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,SI,31,Motin,Se reportó intento de fuga durante el traslado post-visita,2023-05-22,19:15:00,RESUELTO
161,48,945436943,Edison,Sanchez Gutierrez,1999-02-14,Trafico de estupefacientes,TRASLADADO,B017,Patio 2,2022-07-31,Martha Torres,309517616,2024-04-06,17:00:00,PERMITIDA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
162,99,754586204,Dario,Sanchez Molina,1969-04-27,Concierto para delinquir,ACTIVO,E010,Patio 1,2020-11-17,Liliana Soto,1001826955,2024-06-01,18:45:00,FINALIZADA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
